Test Case,Avg Dispersion,Avg Distance to Goal,Avg Clustering Coefficient,Num Flocks
test_021,32.45650473373472,2272.4150150030064,0.9967541988950379,1
test_022,118.55786478184388,9295.501255887842,0.9944817573005845,2
test_022,78.04409938309172,9318.028527668239,0.9971884125415558,3
test_022,188.93472849288574,9309.185019293844,0.9885447533225206,2
test_023,160.88758788848287,8911.278445033859,0.9750537457748809,2
test_023,781.3872401015914,8680.231192957337,0.8712182321351022,2
test_023,65.00225212153278,8973.14917697358,0.9959969825486644,2
test_024,36.476515456339584,3708.8913924400813,0.9967409506114309,1
test_024,33.353189951499594,4392.8816234251335,0.997377530336036,1
test_024,36.47979907732824,4302.884032707162,0.9973104212409504,1
test_025,36.89724653864651,7538.714222864366,0.9981943145777191,1
test_025,38.28346389006789,7453.869662079336,0.9981009436722247,1
test_025,45.3802240207481,7471.15645388746,0.9983419262304015,1
test_026,122.71582892321157,8017.2281612991355,0.99136142271667,2
test_026,743.3574169977643,7853.195523787883,0.90413536659497,2
test_026,54.52963144456722,8013.564992664188,0.9983541898998304,1
test_027,1114.0440253929614,7040.233168641841,0.6978127152958471,2
test_027,842.7029295904575,7036.340762081215,0.7967015728874607,2
test_027,898.4732729665961,7056.919522176341,0.7806025022089528,2
test_028,30.048694069102158,3712.760501759383,0.9972797228791082,1
test_028,36.75493950845422,5783.958195242776,0.9969382931391878,1
test_028,36.54900090547752,4561.236896055643,0.9969170169832641,1
test_029,126.11693607921191,4308.712803364075,0.9205158821676663,4
test_029,43.05556561182083,2972.3689186275733,0.996543149328755,1
test_029,62.2466393809917,4154.234450268025,0.9903246433257996,2
test_030,114.98638897236843,6780.341124103363,0.9604011177366323,2
test_030,36.94976898265322,5853.516280907006,0.9965088834054876,1
test_030,33.537574231040146,5526.200343237547,0.9971751291003331,1
test_031,40.558266066095975,3320.328635938861,0.9978247317568933,1
test_031,34.51585534816964,4242.403069366985,0.9980065281380571,1
test_031,338.43719788566364,4710.824578288767,0.8420416916033839,2
